what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1466061953479
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1466061953480
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1466061953481
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1466061953482
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1466061953483
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1466061953485
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1466061953487
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1466061953488
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1466061953489
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1466061953491
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1466061953493
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1466061953495
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1466061953496
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1466061953497
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1466061953498
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1466061953500
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1466061953501
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1466061953502
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1466061953503
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1466061953504
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1466061953506
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1466061953530
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1466061953532
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1466061953539
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1466061953540
os,sysinfo,,,"win32",1466061953545
arch,sysinfo,,,"x86_64",1466061953545
ws,sysinfo,,,"win32",1466061953545
locale,sysinfo,,,"en_US",1466061953545
processors,sysinfo,,,"8",1466061953545
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1466061953545
java.runtime.version,sysinfo,,,"1.8.0_45-b15",1466061953545
java.specification.name,sysinfo,,,"Java Platform API Specification",1466061953545
java.specification.vendor,sysinfo,,,"Oracle Corporation",1466061953545
java.specification.version,sysinfo,,,"1.8",1466061953545
java.vendor,sysinfo,,,"Oracle Corporation",1466061953545
java.version,sysinfo,,,"1.8.0_45",1466061953545
java.vm.info,sysinfo,,,"mixed mode",1466061953545
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1466061953545
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1466061953545
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1466061953545
java.vm.specification.version,sysinfo,,,"1.8",1466061953545
java.vm.vendor,sysinfo,,,"Oracle Corporation",1466061953545
java.vm.version,sysinfo,,,"25.45-b02",1466061953545
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466061954548
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1466061957383
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1466061957457
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1466061957464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466061960567
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466061965743
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466061965860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466061965918
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466061967268
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466061973835
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1466061995257
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1466061995444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1466061999297
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1466062000804
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466062008803
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1466062011102
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1466062011504
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1466062011512
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1466062016301
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1466062016310
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1466062019275
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1466062019287
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1466062019289
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1466062019290
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1466062019306
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1466062019883
started,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1466062020357
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1466062020530
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1466062020533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062021924
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062024658
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1466062024992
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1466062025122
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1466062025185
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062025244
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1466062025551
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.MemoryView",1466062025654
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.RegisterView",1466062025730
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.ModuleView",1466062025778
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062025945
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062026007
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1466062031861
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1466062031926
error,log,,,"Error logged from Debug Core: ",1466062031942
closed,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.MemoryView",1466062031983
closed,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.RegisterView",1466062031994
closed,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.ModuleView",1466062032002
activated,perspective,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.CPerspective",1466062035594
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062035613
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466062038178
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1466062042500
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1466062049517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062049836
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062054392
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1466062058171
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1466062058215
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062062180
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1466062064061
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062064250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1466062070171
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062070907
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062070908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1466062070916
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466062081070
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062081281
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062081369
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062084358
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062084358
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466062086983
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062086983
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062091933
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062103715
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062106824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062107298
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062112153
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062115470
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1466062115478
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1466062115478
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062122261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062150881
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062160362
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062509214
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062512063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062525540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062526342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062768294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062768998
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062787171
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062788359
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062800356
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062803886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062804800
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062807387
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062808718
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1466062847189
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062847398
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062861444
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466062861504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466062861625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1466062865223
