what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064057147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064062290
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064088683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064111117
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466064111695
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1466064113637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1466064116318
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1466064117537
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466064134875
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1466064164300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064164348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064165600
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1466064169509
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466064174716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064193857
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064202508
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064234173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466064245652
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1466064249517
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1466064250901
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466064258247
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1466064279350
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1466064279713
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1466064296277
