what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1466089112724
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1466089113176
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.eof",1466089114751
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089117344
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089118510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1466089120161
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1466089120415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089123063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089152014
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089152659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089573600
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466089574287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1466089574466
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1466089574836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1466089575369
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089576086
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089577280
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089579528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089582565
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1466089584021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089590400
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089594946
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1466089594966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1466089595427
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.eof",1466089596608
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1466089600123
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089602584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089604520
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1466089605755
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1466089607688
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.eof",1466089608719
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089611294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089612540
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1466089615633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089616000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089620332
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466089620368
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1466089621059
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1466089621470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089622256
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089678583
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089680097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089695825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466089696914
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466090285958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466090290254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466094486021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466094488462
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466094489734
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1466094489949
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466094490042
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1466094490308
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1466094490452
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1466094490453
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1466094490455
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1466094490456
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1466094490456
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1466094490459
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1466094490460
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1466094490460
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1466094490460
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1466094490460
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1466094490462
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1466094490462
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1466094490462
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1466094490466
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1466094490466
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1466094490466
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1466094490467
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1466094490467
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1466094490467
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1466094490468
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1466094490469
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1466094490471
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1466094490473
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1466094490481
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1466094490482
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1466094490482
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1466094490482
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1466094490483
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1466094490485
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1466094490488
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1466094490490
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1466094490490
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1466094490492
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1466094490494
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1466094490494
